Linux 5.4.0-39-lowlatency (jelly) 	06/27/2020 	_x86_64_	(8 CPU)

06:14:44 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
06:15:24 AM       2      3.03      0.00      1.01      0.00      0.00     95.96
06:15:24 AM       3     11.11      0.00      9.09      0.00      0.00     79.80
06:15:24 AM       4     11.00      0.00      8.00      0.00      0.00     81.00
06:15:24 AM       5      2.02      0.00      2.02      0.00      0.00     95.96
06:15:24 AM       6      2.08      0.00      4.17      0.00      0.00     93.75
06:15:24 AM       7      3.00      0.00      3.00      0.00      0.00     94.00

06:15:24 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
06:15:25 AM     all      4.83      0.00      3.94      0.00      0.00     91.22
06:15:25 AM       0      7.14      0.00      6.12      0.00      0.00     86.73
06:15:25 AM       1      5.10      0.00      3.06      0.00      0.00     91.84
06:15:25 AM       2      5.05      0.00      1.01      0.00      0.00     93.94
06:15:25 AM       3      9.00      0.00      7.00      0.00      0.00     84.00
06:15:25 AM       4      1.01      0.00      0.00      0.00      0.00     98.99
06:15:25 AM       5      5.10      0.00      2.04      0.00      0.00     92.86
06:15:25 AM       6      1.04      0.00      5.21      0.00      0.00     93.75
06:15:25 AM       7      5.10      0.00      7.14      0.00      0.00     87.76

06:15:25 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
06:15:26 AM     all      4.42      0.00      4.42      0.00      0.00     91.16
06:15:26 AM       0      2.02      0.00      4.04      0.00      0.00     93.94
06:15:26 AM       1      1.01      0.00      2.02      0.00      0.00     96.97
06:15:26 AM       2      9.00      0.00      5.00      0.00      0.00     86.00
06:15:26 AM       3      5.05      0.00      3.03      0.00      0.00     91.92
06:15:26 AM       4      2.02      0.00      1.01      0.00      0.00     96.97
06:15:26 AM       5      3.03      0.00      1.01      0.00      0.00     95.96
06:15:26 AM       6      1.03      0.00      5.15      0.00      0.00     93.81
06:15:26 AM       7     12.00      0.00     14.00      0.00      0.00     74.00

06:15:26 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
06:15:27 AM     all      4.70      0.00      3.56      0.00      0.00     91.74
06:15:27 AM       0      3.06      0.00      3.06      0.00      0.00     93.88
06:15:27 AM       1      1.00      0.00      1.00      0.00      0.00     98.00
06:15:27 AM       2     11.22      0.00      8.16      0.00      0.00     80.61
06:15:27 AM       3      5.05      0.00      2.02      0.00      0.00     92.93
06:15:27 AM       4      6.06      0.00      5.05      0.00      0.00     88.89
06:15:27 AM       5      6.06      0.00      3.03      0.00      0.00     90.91
06:15:27 AM       6      1.05      0.00      5.26      0.00      0.00     93.68
06:15:27 AM       7      4.04      0.00      1.01      0.00      0.00     94.95

06:15:27 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
06:15:28 AM     all      5.16      0.00      4.03      0.25      0.00     90.55
06:15:28 AM       0      8.16      0.00      4.08      0.00      0.00     87.76
06:15:28 AM       1      3.00      0.00      3.00      0.00      0.00     94.00
06:15:28 AM       2      2.00      0.00      3.00      0.00      0.00     95.00
06:15:28 AM       3      1.00      0.00      1.00      0.00      0.00     98.00
06:15:28 AM       4      5.00      0.00      1.00      1.00      0.00     93.00
06:15:28 AM       5      3.00      0.00      1.00      1.00      0.00     95.00
06:15:28 AM       6      2.08      0.00      4.17      0.00      0.00     93.75
06:15:28 AM       7     17.00      0.00     15.00      0.00      0.00     68.00

06:15:28 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
06:15:29 AM     all      4.83      0.00      3.68      0.00      0.00     91.49
06:15:29 AM       0      1.02      0.00      1.02      0.00      0.00     97.96
06:15:29 AM       1      8.08      0.00      6.06      0.00      0.00     85.86
06:15:29 AM       2      8.08      0.00      6.06      0.00      0.00     85.86
06:15:29 AM       3      8.16      0.00      7.14      0.00      0.00     84.69
06:15:29 AM       4      5.05      0.00      3.03      0.00      0.00     91.92
06:15:29 AM       5      4.08      0.00      0.00      0.00      0.00     95.92
06:15:29 AM       6      2.04      0.00      6.12      0.00      0.00     91.84
06:15:29 AM       7      2.04      0.00      0.00      0.00      0.00     97.96

06:15:29 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
06:15:30 AM     all      4.83      0.00      4.07      0.00      0.00     91.11
06:15:30 AM       0      5.05      0.00      3.03      0.00      0.00     91.92
06:15:30 AM       1      1.03      0.00      1.03      0.00      0.00     97.94
06:15:30 AM       2      2.04      0.00      0.00      0.00      0.00     97.96
06:15:30 AM       3      6.06      0.00      4.04      0.00      0.00     89.90
06:15:30 AM       4      8.16      0.00      7.14      0.00      0.00     84.69
06:15:30 AM       5      7.07      0.00      4.04      0.00      0.00     88.89
06:15:30 AM       6      2.06      0.00      6.19      0.00      0.00     91.75
06:15:30 AM       7      7.00      0.00      7.00      0.00      0.00     86.00

06:15:30 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
06:15:31 AM     all      4.70      0.00      4.44      0.00      0.00     90.86
06:15:31 AM       0      4.12      0.00      2.06      0.00      0.00     93.81
06:15:31 AM       1      5.00      0.00      8.00      0.00      0.00     87.00
06:15:31 AM       2     11.11      0.00     10.10      0.00      0.00     78.79
06:15:31 AM       3      5.10      0.00      2.04      0.00      0.00     92.86
06:15:31 AM       4      5.05      0.00      3.03      0.00      0.00     91.92
06:15:31 AM       5      2.02      0.00      1.01      0.00      0.00     96.97
06:15:31 AM       6      1.03      0.00      7.22      0.00      0.00     91.75
06:15:31 AM       7      4.04      0.00      2.02      0.00      0.00     93.94

06:15:31 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
06:15:32 AM     all      4.53      0.00      3.90      0.00      0.00     91.56
06:15:32 AM       0      1.01      0.00      0.00      0.00      0.00     98.99
06:15:32 AM       1      1.00      0.00      0.00      0.00      0.00     99.00
06:15:32 AM       2     16.83      0.00     18.81      0.00      0.00     64.36
06:15:32 AM       3      2.02      0.00      2.02      0.00      0.00     95.96
06:15:32 AM       4      5.00      0.00      1.00      0.00      0.00     94.00
06:15:32 AM       5      5.00      0.00      0.00      0.00      0.00     95.00
06:15:32 AM       6      0.00      0.00      6.25      0.00      0.00     93.75
06:15:32 AM       7      5.05      0.00      3.03      0.00      0.00     91.92

06:15:32 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
06:15:33 AM     all      4.31      0.00      4.31      0.13      0.00     91.24
06:15:33 AM       0      7.14      0.00      6.12      1.02      0.00     85.71
06:15:33 AM       1      2.04      0.00      2.04      0.00      0.00     95.92
06:15:33 AM       2      3.03      0.00      1.01      0.00      0.00     95.96
06:15:33 AM       3      3.09      0.00      2.06      0.00      0.00     94.85
06:15:33 AM       4      2.00      0.00      4.00      0.00      0.00     94.00
06:15:33 AM       5      5.10      0.00      3.06      0.00      0.00     91.84
06:15:33 AM       6      1.02      0.00      7.14      0.00      0.00     91.84
06:15:33 AM       7     11.00      0.00      9.00      0.00      0.00     80.00

06:15:33 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
06:15:34 AM     all      4.59      0.00      3.69      0.13      0.00     91.59
06:15:34 AM       0     13.40      0.00     15.46      0.00      0.00     71.13
06:15:34 AM       1      5.15      0.00      4.12      0.00      0.00     90.72
06:15:34 AM       2      3.06      0.00      0.00      1.02      0.00     95.92
06:15:34 AM       3      2.00      0.00      1.00      0.00      0.00     97.00
06:15:34 AM       4      4.00      0.00      1.00      0.00      0.00     95.00
06:15:34 AM       5      3.06      0.00      0.00      0.00      0.00     96.94
06:15:34 AM       6      1.05      0.00      4.21      0.00      0.00     94.74
06:15:34 AM       7      5.00      0.00      4.00      0.00      0.00     91.00

06:15:34 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
06:15:35 AM     all      4.81      0.00      4.05      0.00      0.00     91.14
06:15:35 AM       0     10.00      0.00     11.00      0.00      0.00     79.00
06:15:35 AM       1      3.03      0.00      1.01      0.00      0.00     95.96
06:15:35 AM       2      7.07      0.00      6.06      0.00      0.00     86.87
06:15:35 AM       3      2.04      0.00      2.04      0.00      0.00     95.92
06:15:35 AM       4      4.04      0.00      1.01      0.00      0.00     94.95
06:15:35 AM       5      5.00      0.00      1.00      0.00      0.00     94.00
06:15:35 AM       6      1.03      0.00      6.19      0.00      0.00     92.78
06:15:35 AM       7      6.12      0.00      4.08      0.00      0.00     89.80

06:15:35 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
06:15:36 AM     all      4.96      0.00      3.68      0.00      0.00     91.36
06:15:36 AM       0     13.27      0.00     11.22      0.00      0.00     75.51
06:15:36 AM       1      4.04      0.00      4.04      0.00      0.00     91.92
06:15:36 AM       2      5.10      0.00      1.02      0.00      0.00     93.88
06:15:36 AM       3      7.07      0.00      7.07      0.00      0.00     85.86
06:15:36 AM       4      5.05      0.00      1.01      0.00      0.00     93.94
06:15:36 AM       5      3.03      0.00      0.00      0.00      0.00     96.97
06:15:36 AM       6      0.00      0.00      5.26      0.00      0.00     94.74
06:15:36 AM       7      2.00      0.00      0.00      0.00      0.00     98.00

06:15:36 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
06:15:37 AM     all      4.81      0.00      4.05      0.00      0.00     91.14
06:15:37 AM       0      2.02      0.00      2.02      0.00      0.00     95.96
06:15:37 AM       1      2.06      0.00      2.06      0.00      0.00     95.88
06:15:37 AM       2     12.00      0.00     11.00      0.00      0.00     77.00
06:15:37 AM       3      1.02      0.00      0.00      0.00      0.00     98.98
06:15:37 AM       4      5.00      0.00      1.00      0.00      0.00     94.00
06:15:37 AM       5      5.05      0.00      3.03      0.00      0.00     91.92
06:15:37 AM       6      2.04      0.00      6.12      0.00      0.00     91.84
06:15:37 AM       7      9.09      0.00      7.07      0.00      0.00     83.84

06:15:37 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
06:15:38 AM     all      4.31      0.00      4.19      0.13      0.00     91.37
06:15:38 AM       0      7.22      0.00      5.15      0.00      0.00     87.63
06:15:38 AM       1      2.02      0.00      1.01      0.00      0.00     96.97
06:15:38 AM       2     10.00      0.00     12.00      0.00      0.00     78.00
06:15:38 AM       3      2.02      0.00      4.04      0.00      0.00     93.94
06:15:38 AM       4      3.06      0.00      1.02      0.00      0.00     95.92
06:15:38 AM       5      4.95      0.00      4.95      0.99      0.00     89.11
06:15:38 AM       6      1.05      0.00      5.26      0.00      0.00     93.68
06:15:38 AM       7      4.04      0.00      0.00      0.00      0.00     95.96

06:15:38 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
06:15:39 AM     all      4.43      0.00      4.18      0.00      0.00     91.39
06:15:39 AM       0      1.01      0.00      1.01      0.00      0.00     97.98
06:15:39 AM       1      5.05      0.00      3.03      0.00      0.00     91.92
06:15:39 AM       2      4.04      0.00      4.04      0.00      0.00     91.92
06:15:39 AM       3      4.04      0.00      1.01      0.00      0.00     94.95
06:15:39 AM       4     14.14      0.00     16.16      0.00      0.00     69.70
06:15:39 AM       5      5.05      0.00      2.02      0.00      0.00     92.93
06:15:39 AM       6      1.03      0.00      5.15      0.00      0.00     93.81
06:15:39 AM       7      1.01      0.00      1.01      0.00      0.00     97.98

06:15:39 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
06:15:40 AM     all      4.82      0.00      4.06      0.00      0.00     91.12
06:15:40 AM       0     13.13      0.00     12.12      0.00      0.00     74.75
06:15:40 AM       1      7.14      0.00      5.10      0.00      0.00     87.76
06:15:40 AM       2      3.06      0.00      2.04      0.00      0.00     94.90
06:15:40 AM       3      2.00      0.00      1.00      0.00      0.00     97.00
06:15:40 AM       4      1.00      0.00      0.00      0.00      0.00     99.00
06:15:40 AM       5      4.04      0.00      1.01      0.00      0.00     94.95
06:15:40 AM       6      1.04      0.00      5.21      0.00      0.00     93.75
06:15:40 AM       7      7.14      0.00      6.12      0.00      0.00     86.73

06:15:40 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
06:15:41 AM     all      4.56      0.00      3.93      0.00      0.00     91.51
06:15:41 AM       0     10.10      0.00      6.06      0.00      0.00     83.84
06:15:41 AM       1      1.02      0.00      1.02      0.00      0.00     97.96
06:15:41 AM       2      6.06      0.00      4.04      0.00      0.00     89.90
06:15:41 AM       3      3.09      0.00      3.09      0.00      0.00     93.81
06:15:41 AM       4      3.03      0.00      3.03      0.00      0.00     93.94
06:15:41 AM       5      5.05      0.00      1.01      0.00      0.00     93.94
06:15:41 AM       6      1.03      0.00      5.15      0.00      0.00     93.81
06:15:41 AM       7      6.93      0.00      7.92      0.00      0.00     85.15

06:15:41 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
06:15:42 AM     all      4.56      0.00      4.18      0.00      0.00     91.25
06:15:42 AM       0      8.08      0.00     10.10      0.00      0.00     81.82
06:15:42 AM       1      4.00      0.00      2.00      0.00      0.00     94.00
06:15:42 AM       2      7.00      0.00      7.00      0.00      0.00     86.00
06:15:42 AM       3      4.08      0.00      3.06      0.00      0.00     92.86
06:15:42 AM       4      5.05      0.00      0.00      0.00      0.00     94.95
06:15:42 AM       5      5.05      0.00      5.05      0.00      0.00     89.90
06:15:42 AM       6      1.05      0.00      5.26      0.00      0.00     93.68
06:15:42 AM       7      2.02      0.00      1.01      0.00      0.00     96.97

06:15:42 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
06:15:43 AM     all      4.56      0.00      4.05      0.00      0.00     91.39
06:15:43 AM       0      4.04      0.00      3.03      0.00      0.00     92.93
06:15:43 AM       1     12.12      0.00     15.15      0.00      0.00     72.73
06:15:43 AM       2      5.00      0.00      3.00      0.00      0.00     92.00
06:15:43 AM       3      2.02      0.00      1.01      0.00      0.00     96.97
06:15:43 AM       4      5.05      0.00      1.01      0.00      0.00     93.94
06:15:43 AM       5      1.01      0.00      0.00      0.00      0.00     98.99
06:15:43 AM       6      1.03      0.00      5.15      0.00      0.00     93.81
06:15:43 AM       7      6.12      0.00      4.08      0.00      0.00     89.80

06:15:43 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
06:15:44 AM     all      4.31      0.00      3.68      0.25      0.00     91.75
06:15:44 AM       0      3.06      0.00      0.00      0.00      0.00     96.94
06:15:44 AM       1      1.01      0.00      0.00      0.00      0.00     98.99
06:15:44 AM       2     17.35      0.00     20.41      0.00      0.00     62.24
06:15:44 AM       3      2.02      0.00      1.01      0.00      0.00     96.97
06:15:44 AM       4      4.08      0.00      1.02      0.00      0.00     94.90
06:15:44 AM       5      4.00      0.00      1.00      1.00      0.00     94.00
06:15:44 AM       6      1.03      0.00      6.19      1.03      0.00     91.75
06:15:44 AM       7      2.02      0.00      0.00      0.00      0.00     97.98

06:15:44 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
06:15:45 AM     all      4.93      0.00      4.05      0.00      0.00     91.02
06:15:45 AM       0      6.12      0.00      3.06      0.00      0.00     90.82
06:15:45 AM       1      1.02      0.00      1.02      0.00      0.00     97.96
06:15:45 AM       2      2.00      0.00      1.00      0.00      0.00     97.00
06:15:45 AM       3      5.10      0.00      2.04      0.00      0.00     92.86
06:15:45 AM       4      3.96      0.00      0.99      0.00      0.00     95.05
06:15:45 AM       5      3.06      0.00      0.00      0.00      0.00     96.94
06:15:45 AM       6      1.04      0.00      4.17      0.00      0.00     94.79
06:15:45 AM       7     16.67      0.00     19.61      0.00      0.00     63.73

06:15:45 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
06:15:46 AM     all      4.69      0.00      4.18      0.00      0.00     91.13
06:15:46 AM       0      7.14      0.00      7.14      0.00      0.00     85.71
06:15:46 AM       1      4.04      0.00      2.02      0.00      0.00     93.94
06:15:46 AM       2      4.04      0.00      1.01      0.00      0.00     94.95
06:15:46 AM       3     13.86      0.00     15.84      0.00      0.00     70.30
06:15:46 AM       4      3.06      0.00      1.02      0.00      0.00     95.92
06:15:46 AM       5      3.00      0.00      1.00      0.00      0.00     96.00
06:15:46 AM       6      1.05      0.00      5.26      0.00      0.00     93.68
06:15:46 AM       7      1.01      0.00      0.00      0.00      0.00     98.99

06:15:46 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
06:15:47 AM     all      4.45      0.00      4.32      0.00      0.00     91.23
06:15:47 AM       0      9.09      0.00     10.10      0.00      0.00     80.81
06:15:47 AM       1      2.04      0.00      3.06      0.00      0.00     94.90
06:15:47 AM       2      3.03      0.00      1.01      0.00      0.00     95.96
06:15:47 AM       3      4.08      0.00      2.04      0.00      0.00     93.88
06:15:47 AM       4      8.00      0.00     10.00      0.00      0.00     82.00
06:15:47 AM       5      5.10      0.00      0.00      0.00      0.00     94.90
06:15:47 AM       6      0.00      0.00      6.19      0.00      0.00     93.81
06:15:47 AM       7      4.08      0.00      2.04      0.00      0.00     93.88

06:15:47 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
06:15:48 AM     all      4.44      0.00      4.06      0.00      0.00     91.50
06:15:48 AM       0      1.02      0.00      0.00      0.00      0.00     98.98
06:15:48 AM       1      4.04      0.00      3.03      0.00      0.00     92.93
06:15:48 AM       2      6.06      0.00      6.06      0.00      0.00     87.88
06:15:48 AM       3      5.05      0.00      3.03      0.00      0.00     91.92
06:15:48 AM       4      6.12      0.00      7.14      0.00      0.00     86.73
06:15:48 AM       5      4.00      0.00      2.00      0.00      0.00     94.00
06:15:48 AM       6      1.03      0.00      5.15      0.00      0.00     93.81
06:15:48 AM       7      8.16      0.00      6.12      0.00      0.00     85.71

06:15:48 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
06:15:49 AM     all      4.96      0.00      3.94      0.13      0.00     90.98
06:15:49 AM       0     14.00      0.00     10.00      0.00      0.00     76.00
06:15:49 AM       1      1.02      0.00      4.08      0.00      0.00     94.90
06:15:49 AM       2      4.12      0.00      0.00      0.00      0.00     95.88
06:15:49 AM       3      6.00      0.00      4.00      0.00      0.00     90.00
06:15:49 AM       4      2.02      0.00      1.01      0.00      0.00     96.97
06:15:49 AM       5      4.08      0.00      2.04      0.00      0.00     93.88
06:15:49 AM       6      0.00      0.00      5.26      1.05      0.00     93.68
06:15:49 AM       7      8.00      0.00      5.00      0.00      0.00     87.00

06:15:49 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
06:15:50 AM     all      4.82      0.00      3.68      0.00      0.00     91.51
06:15:50 AM       0      6.12      0.00      6.12      0.00      0.00     87.76
06:15:50 AM       1      4.04      0.00      4.04      0.00      0.00     91.92
06:15:50 AM       2     11.88      0.00     10.89      0.00      0.00     77.23
06:15:50 AM       3      5.05      0.00      2.02      0.00      0.00     92.93
06:15:50 AM       4      3.03      0.00      1.01      0.00      0.00     95.96
06:15:50 AM       5      3.03      0.00      0.00      0.00      0.00     96.97
06:15:50 AM       6      2.08      0.00      5.21      0.00      0.00     92.71
06:15:50 AM       7      3.06      0.00      0.00      0.00      0.00     96.94

06:15:50 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
06:15:51 AM     all      4.42      0.00      4.30      0.13      0.00     91.15
06:15:51 AM       0      6.06      0.00      5.05      0.00      0.00     88.89
06:15:51 AM       1      2.02      0.00      2.02      0.00      0.00     95.96
06:15:51 AM       2      2.04      0.00      2.04      0.00      0.00     95.92
06:15:51 AM       3      9.18      0.00      7.14      0.00      0.00     83.67
06:15:51 AM       4      4.00      0.00      1.00      0.00      0.00     95.00
06:15:51 AM       5      3.00      0.00      1.00      0.00      0.00     96.00
06:15:51 AM       6      1.03      0.00      7.22      0.00      0.00     91.75
06:15:51 AM       7      8.00      0.00      9.00      1.00      0.00     82.00

06:15:51 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
06:15:52 AM     all      5.36      0.00      3.83      0.00      0.00     90.80
06:15:52 AM       0      4.08      0.00      3.06      0.00      0.00     92.86
06:15:52 AM       1      4.08      0.00      2.04      0.00      0.00     93.88
06:15:52 AM       2      7.14      0.00      4.08      0.00      0.00     88.78
06:15:52 AM       3      9.09      0.00      6.06      0.00      0.00     84.85
06:15:52 AM       4      9.00      0.00      9.00      0.00      0.00     82.00
06:15:52 AM       5      3.09      0.00      2.06      0.00      0.00     94.85
06:15:52 AM       6      1.05      0.00      4.21      0.00      0.00     94.74
06:15:52 AM       7      5.10      0.00      0.00      0.00      0.00     94.90

06:15:52 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
06:15:53 AM     all      4.57      0.00      4.32      0.00      0.00     91.11
06:15:53 AM       0      8.16      0.00      6.12      0.00      0.00     85.71
06:15:53 AM       1      4.08      0.00      4.08      0.00      0.00     91.84
06:15:53 AM       2      9.28      0.00      9.28      0.00      0.00     81.44
06:15:53 AM       3      2.02      0.00      2.02      0.00      0.00     95.96
06:15:53 AM       4      2.02      0.00      1.01      0.00      0.00     96.97
06:15:53 AM       5      1.00      0.00      1.00      0.00      0.00     98.00
06:15:53 AM       6      1.03      0.00      7.22      0.00      0.00     91.75
06:15:53 AM       7      9.09      0.00      4.04      0.00      0.00     86.87

06:15:53 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
06:15:54 AM     all      5.04      0.00      4.16      0.00      0.00     90.81
06:15:54 AM       0      5.05      0.00      1.01      0.00      0.00     93.94
06:15:54 AM       1      2.00      0.00      2.00      0.00      0.00     96.00
06:15:54 AM       2     12.87      0.00     11.88      0.00      0.00     75.25
06:15:54 AM       3      5.05      0.00      2.02      0.00      0.00     92.93
06:15:54 AM       4      4.04      0.00      2.02      0.00      0.00     93.94
06:15:54 AM       5      2.02      0.00      0.00      0.00      0.00     97.98
06:15:54 AM       6      1.02      0.00      6.12      0.00      0.00     92.86
06:15:54 AM       7      8.08      0.00      8.08      0.00      0.00     83.84

06:15:54 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
06:15:55 AM     all      4.84      0.00      3.44      0.00      0.00     91.72
06:15:55 AM       0      5.21      0.00      4.17      0.00      0.00     90.62
06:15:55 AM       1      4.08      0.00      4.08      0.00      0.00     91.84
06:15:55 AM       2      5.10      0.00      0.00      0.00      0.00     94.90
06:15:55 AM       3      6.06      0.00      1.01      0.00      0.00     92.93
06:15:55 AM       4      2.02      0.00      0.00      0.00      0.00     97.98
06:15:55 AM       5      1.01      0.00      0.00      0.00      0.00     98.99
06:15:55 AM       6      0.00      0.00      4.17      0.00      0.00     95.83
06:15:55 AM       7     15.00      0.00     14.00      0.00      0.00     71.00

06:15:55 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
06:15:56 AM     all      5.18      0.00      4.05      0.00      0.00     90.77
06:15:56 AM       0      1.02      0.00      0.00      0.00      0.00     98.98
06:15:56 AM       1      3.00      0.00      5.00      0.00      0.00     92.00
06:15:56 AM       2      8.91      0.00      7.92      0.00      0.00     83.17
06:15:56 AM       3     10.10      0.00      5.05      0.00      0.00     84.85
06:15:56 AM       4      4.04      0.00      1.01      0.00      0.00     94.95
06:15:56 AM       5      5.00      0.00      1.00      0.00      0.00     94.00
06:15:56 AM       6      1.04      0.00      5.21      0.00      0.00     93.75
06:15:56 AM       7      8.16      0.00      7.14      0.00      0.00     84.69

06:15:56 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
06:15:57 AM     all      5.31      0.00      3.92      0.00      0.00     90.77
06:15:57 AM       0      7.00      0.00      3.00      0.00      0.00     90.00
06:15:57 AM       1      3.03      0.00      2.02      0.00      0.00     94.95
06:15:57 AM       2      8.16      0.00      5.10      0.00      0.00     86.73
06:15:57 AM       3      2.02      0.00      2.02      0.00      0.00     95.96
06:15:57 AM       4      3.03      0.00      2.02      0.00      0.00     94.95
06:15:57 AM       5     11.11      0.00      4.04      0.00      0.00     84.85
06:15:57 AM       6      0.00      0.00      6.19      0.00      0.00     93.81
06:15:57 AM       7      8.00      0.00      7.00      0.00      0.00     85.00

06:15:57 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
06:15:58 AM     all      4.83      0.00      4.20      0.00      0.00     90.97
06:15:58 AM       0      6.12      0.00      6.12      0.00      0.00     87.76
06:15:58 AM       1      5.10      0.00      6.12      0.00      0.00     88.78
06:15:58 AM       2      6.06      0.00      3.03      0.00      0.00     90.91
06:15:58 AM       3      1.02      0.00      0.00      0.00      0.00     98.98
06:15:58 AM       4      7.14      0.00      7.14      0.00      0.00     85.71
06:15:58 AM       5      8.00      0.00      2.00      0.00      0.00     90.00
06:15:58 AM       6      1.03      0.00      8.25      0.00      0.00     90.72
06:15:58 AM       7      4.08      0.00      1.02      0.00      0.00     94.90

06:15:58 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
06:15:59 AM     all      5.32      0.00      4.05      0.13      0.00     90.51
06:15:59 AM       0      7.07      0.00      3.03      1.01      0.00     88.89
06:15:59 AM       1      4.04      0.00      4.04      0.00      0.00     91.92
06:15:59 AM       2     11.00      0.00     12.00      0.00      0.00     77.00
06:15:59 AM       3      3.00      0.00      2.00      0.00      0.00     95.00
06:15:59 AM       4      2.02      0.00      1.01      0.00      0.00     96.97
06:15:59 AM       5      8.08      0.00      1.01      0.00      0.00     90.91
06:15:59 AM       6      1.05      0.00      6.32      0.00      0.00     92.63
06:15:59 AM       7      6.06      0.00      3.03      0.00      0.00     90.91

06:15:59 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
06:16:00 AM     all      5.33      0.00      3.93      0.00      0.00     90.74
06:16:00 AM       0     12.37      0.00     10.31      0.00      0.00     77.32
06:16:00 AM       1      3.03      0.00      4.04      0.00      0.00     92.93
06:16:00 AM       2      6.06      0.00      3.03      0.00      0.00     90.91
06:16:00 AM       3      4.08      0.00      2.04      0.00      0.00     93.88
06:16:00 AM       4      6.06      0.00      0.00      0.00      0.00     93.94
06:16:00 AM       5      2.02      0.00      0.00      0.00      0.00     97.98
06:16:00 AM       6      1.03      0.00      6.19      0.00      0.00     92.78
06:16:00 AM       7      8.00      0.00      6.00      0.00      0.00     86.00

06:16:00 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
06:16:01 AM     all      5.45      0.00      4.31      0.00      0.00     90.24
06:16:01 AM       0      6.06      0.00      4.04      0.00      0.00     89.90
06:16:01 AM       1      5.05      0.00      5.05      0.00      0.00     89.90
06:16:01 AM       2     10.10      0.00      8.08      0.00      0.00     81.82
06:16:01 AM       3      5.00      0.00      4.00      0.00      0.00     91.00
06:16:01 AM       4      8.00      0.00      1.00      0.00      0.00     91.00
06:16:01 AM       5      0.00      0.00      0.00      0.00      0.00    100.00
06:16:01 AM       6      1.05      0.00      5.26      0.00      0.00     93.68
06:16:01 AM       7      8.16      0.00      7.14      0.00      0.00     84.69

06:16:01 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
06:16:02 AM     all      5.10      0.00      3.69      0.00      0.00     91.21
06:16:02 AM       0      3.09      0.00      2.06      0.00      0.00     94.85
06:16:02 AM       1      3.00      0.00      4.00      0.00      0.00     93.00
06:16:02 AM       2      9.18      0.00      7.14      0.00      0.00     83.67
06:16:02 AM       3      6.19      0.00      4.12      0.00      0.00     89.69
06:16:02 AM       4      5.10      0.00      0.00      0.00      0.00     94.90
06:16:02 AM       5      4.00      0.00      1.00      0.00      0.00     95.00
06:16:02 AM       6      2.08      0.00      5.21      0.00      0.00     92.71
06:16:02 AM       7      8.08      0.00      6.06      0.00      0.00     85.86

06:16:02 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
06:16:03 AM     all      4.69      0.00      3.93      0.00      0.00     91.38
06:16:03 AM       0      4.04      0.00      5.05      0.00      0.00     90.91
06:16:03 AM       1      1.01      0.00      1.01      0.00      0.00     97.98
06:16:03 AM       2      0.00      0.00      1.01      0.00      0.00     98.99
06:16:03 AM       3     10.00      0.00     10.00      0.00      0.00     80.00
06:16:03 AM       4      8.00      0.00      1.00      0.00      0.00     91.00
06:16:03 AM       5      3.06      0.00      2.04      0.00      0.00     94.90
06:16:03 AM       6      3.16      0.00      4.21      0.00      0.00     92.63
